title,year,recommend,polaridad
Day of Defeat: Source,2010.0,True,0.4583569584736251
Day of the Tentacle Remastered,2016.0,True,-0.25
DayZ,2013.0,False,-0.11850647600903778
DayZ,2013.0,True,0.22367612422930208
Daylight,2014.0,True,-0.0375
Days Under Custody,2015.0,False,-0.2
Dead Bits,2014.0,False,-0.022559523809523814
Dead Bits,2014.0,True,0.11217881944444444
Dead Effect,2014.0,False,-0.32
Dead Effect,2014.0,True,-0.08
Dead Horde,2011.0,False,0.2413131313131312
Dead In Bermuda,2015.0,True,0.1660714285714285
Dead Island Definitive Edition,2016.0,False,0.1211038961038961
Dead Island Definitive Edition,2016.0,True,0.0
Dead Pixels,2012.0,False,-0.0198412698412698
Dead Pixels,2012.0,True,0.012465986394557784
Dead Realm,2015.0,True,0.11060068856264507
Dead Rising 2: Off the Record,2011.0,False,-0.2
Dead Rising 2: Off the Record,2011.0,True,0.13333333333333336
Dead Sea,2015.0,True,0.0
Dead Sky,2013.0,False,-0.20000000000000004
Dead Sky,2013.0,True,0.0649305555555555
Dead Space,2008.0,True,0.044908930311890825
Dead Synchronicity: Tomorrow Comes Today,2015.0,True,-0.0593749999999999
DeadCore,2014.0,True,0.0899305555555555
Deadfall Adventures,2013.0,True,0.0
Deadlight,2012.0,False,-0.47810763888888885
Deadlight,2012.0,True,0.12068925718435522
Deadly Premonition: The Director's Cut,2013.0,True,-0.0110986761554943
Deadnaut,2014.0,True,0.0494047619047619
Death Skid Marks,2014.0,True,0.2144444444444445
Death Stair,2016.0,True,0.0131944444444444
Death Tractor,2015.0,True,0.5666666666666667
DeathSpank,2010.0,True,-0.175
Deathmatch Classic,2001.0,True,0.475
Deep Dungeons of Doom,2014.0,False,-0.2916666666666667
Deepworld,2015.0,True,0.1998244348244348
Defense Grid: The Awakening,2008.0,True,0.1437500000000001
Defense Technica,2013.0,False,-0.1791666666666666
Defiance,2014.0,False,-0.033796296296296297
Defiance,2014.0,True,0.02777625786064348
Delta Force 2,1999.0,True,0.2
Delve Deeper,2010.0,False,-0.1
Delver,2013.0,False,-0.1
Delver,2013.0,True,0.17801587301587296
Dementium II HD,2013.0,True,0.088986013986014
Democracy 2,2007.0,False,-0.06547619047619045
Democracy 3,2013.0,False,0.0974358974358974
Democracy 3,2013.0,True,0.21270299145299146
Demonicon,2013.0,True,0.1785714285714286
Demonlisher,2011.0,False,-0.4291666666666667
Deponia,2012.0,True,-0.037500000000000006
Depression Quest,2014.0,False,-0.13646904761904763
Depression Quest,2014.0,True,0.054358766233766204
Depth,2014.0,False,0.0
Depth,2014.0,True,0.22373354748085417
Depth Hunter 2: Deep Dive,2014.0,True,0.4416666666666666
Desktop Dungeons,2013.0,True,0.0494444444444444
Despair,2015.0,False,0.0
Despair,2015.0,True,-0.08555555555555557
Destination Sol,2015.0,False,0.13
Detective Grimoire,2014.0,True,0.2131844404428438
Deus Ex: Game of the Year Edition,2000.0,False,-0.06478354978354975
Deus Ex: Game of the Year Edition,2000.0,True,0.10874343605112835
Deus Ex: Human Revolution - Director's Cut,2013.0,False,0.1638544536271809
Deus Ex: Human Revolution - Director's Cut,2013.0,True,0.2202392579624994
Deus Ex: Revision,2015.0,True,0.5167676767676768
Deus Ex: The Fall,2014.0,False,-0.6
Deus Ex: The Fall,2014.0,True,0.11471671444497526
Dev Guy,2015.0,True,0.00027027027027027125
Devil Daggers,2016.0,False,0.0
Devil Daggers,2016.0,True,0.014683507549361204
Devil May Cry 4,2008.0,True,0.12141897081413207
Devil May Cry® 4 Special Edition,2015.0,True,0.0
Devilian,2015.0,True,0.1154503105590062
Diabolical,2015.0,True,0.10886904761904763
Diaries of a Spaceport Janitor,2016.0,True,-0.0359085648148148
"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",2015.0,True,0.5166666666666666
Dinner Date,2011.0,False,0.1333333333333333
Dinner Date,2011.0,True,0.125
Dino D-Day,2011.0,False,0.22196145124716554
Dino D-Day,2011.0,True,0.5365051247142838
Dinosaur Hunt,2015.0,False,-0.6071428571428571
Dinosaur Hunt,2015.0,True,0.10610248447204965
Dishonored,2012.0,False,0.013402777777777765
Dishonored,2012.0,True,0.27846132793543427
Disillusions Manga Horror,2013.0,False,0.2249999999999999
Disney Universe,2011.0,True,-0.0056666666666666
Disney Winnie the Pooh,2011.0,True,0.35
Dispatcher,2015.0,False,0.0023809523809523
DisplayFusion,2013.0,True,0.0999999999999999
Divekick,2013.0,False,0.15
Divekick,2013.0,True,-0.06845238095238095
Divinity: Dragon Commander,2013.0,False,0.0384615384615384
Divinity: Original Sin (Classic),2014.0,False,0.0
Divinity: Original Sin (Classic),2014.0,True,0.5293742827565808
Domestic Dog,2014.0,True,0.0
Don Bradman Cricket 14,2014.0,False,0.1327380952380952
Don Bradman Cricket 14,2014.0,True,0.5333333333333333
"Don't Die Dateless, Dummy!",2016.0,True,0.1999999999999999
Don't Starve Together,2016.0,False,0.3
Don't Starve Together,2016.0,True,0.19370465079610488
Door Kickers,2014.0,True,0.1006315018315018
Dota 2 Player Profiles,2015.0,True,0.0
Double Action: Boogaloo,2014.0,True,0.1592184321702394
Double Dragon Trilogy,2015.0,True,0.0
Downfall,2016.0,True,0.0793671606171606
Downwell,2015.0,True,-0.01830911152339723
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015.0,False,-0.4000000000000001
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015.0,True,0.13547882984766207
Dragon Age: Origins,2009.0,True,0.25390625
Dragon Age: Origins - Ultimate Edition,2010.0,True,0.08837883133051197
Dragon Nest,2012.0,False,-0.5
Dragon Nest,2012.0,True,0.2478821903986998
Dragon Saga,2010.0,True,0.07055555555555554
Dragon's Dogma: Dark Arisen,2016.0,True,0.14460458768389192
Dragon: The Game,2014.0,False,-0.0041666666666667004
Dragons and Titans,2014.0,False,0.0
Dragons and Titans,2014.0,True,0.2683982683982684
Draw a Stickman: EPIC,2013.0,True,0.22166666666666665
Draw a Stickman: EPIC 2,2015.0,True,0.0
DreadOut,2014.0,True,0.12
Dream,2015.0,False,-0.22708333333333333
Dream,2015.0,True,-0.6325
Dream Of Mirror Online,2015.0,True,0.1809920634920634
Dreamfall Chapters,2017.0,True,0.24887438530037215
Drift Streets Japan,2015.0,False,-0.10615331359816653
Drift Streets Japan,2015.0,True,0.20901909459051804
Drifter,2014.0,True,-0.06375
Driftmoon,2013.0,True,0.1249999999999999
Dropsy,2015.0,True,0.675
Drunken Robot Pornography,2014.0,True,0.29084325396825395
DubWars,2016.0,True,0.0248663101604278
Duck Game,2015.0,True,0.010101559815845521
Duelyst,2016.0,False,0.5
Duelyst,2016.0,True,0.24999999999999997
Duet,2015.0,False,0.0249999999999999
Duet,2015.0,True,0.0285714285714285
Duke Nukem Forever,2011.0,False,-0.17785714285714285
Duke Nukem Forever,2011.0,True,0.08594833921222808
Dungeon Defenders,2011.0,True,0.18102969038236894
Dungeon Defenders Eternity,2014.0,True,0.07986111111111106
Dungeon Defenders II,2017.0,False,-0.3782552083333333
Dungeon Defenders II,2017.0,True,0.13689219565822994
Dungeon Fighter Online,2016.0,True,0.0749819624819624
Dungeon Siege,2002.0,True,0.415
Dungeon Siege III,2011.0,True,0.65625
Dungeon Souls,2016.0,True,0.26574652777777774
Dungeonland,2013.0,True,0.06170898437499999
Dungeons of Dredmor,2011.0,True,0.2058994708994709
Dust: An Elysian Tail,2013.0,True,0.4249341983937729
Dwarfs!?,2011.0,True,0.09554877863060428
Dying Light,2015.0,False,0.035
Dying Light,2015.0,True,0.19749532043146764
Dyscourse,2015.0,True,0.15583333333333332
Dysfunctional Systems: Learning to Manage Chaos,2013.0,True,0.16836144179894177
Dystopia,2005.0,True,0.008639971139971125
E.Y.E: Divine Cybermancy,2011.0,False,-0.8499999999999999
E.Y.E: Divine Cybermancy,2011.0,True,0.07070673775487481
EDGE,2011.0,True,0.3033333333333333
ENSLAVED™: Odyssey to the West™ Premium Edition,2013.0,True,0.25624448853615517
EPOCH,2014.0,True,-0.1125
EVE Online,2003.0,False,-0.24651515151515152
EVE Online,2003.0,True,0.05089285714285714
EVGA Precision XOC,2014.0,True,-0.0009523809523809
Eador. Masters of the Broken World,2013.0,False,-0.0739583333333333
Eador. Masters of the Broken World,2013.0,True,0.0317148760330578
Earth 2160,2006.0,False,0.0
Earth Defense Force: Insect Armageddon,2011.0,True,0.0488888888888888
Earthworm Jim,1995.0,False,-0.0409523809523809
Earthworm Jim 3D,1999.0,True,-0.5
Eastside Hockey Manager,2015.0,False,0.0
Echo of Soul,2015.0,False,0.0
Echo of Soul,2015.0,True,0.29430555555555554
Echoes+,2015.0,True,0.1733323494687131
Edge of Space,2015.0,False,-0.15058818496318493
Edge of Space,2015.0,True,0.14450187969924805
Eldevin,2014.0,False,0.0621553884711779
Eldevin,2014.0,True,0.2794379340277778
Eldritch,2013.0,True,0.13042929292929292
Electric Highways,2015.0,True,0.0866666666666666
Electronic Super Joy,2013.0,True,0.15490119677898453
Electronic Super Joy: Groove City,2014.0,True,0.4125
Eleusis,2013.0,True,0.0
Else Heart.Break(),2015.0,True,1.0
Elsword,2014.0,False,-0.04114583333333333
Elsword,2014.0,True,-0.0009450598421186693
Ember Kaboom,2016.0,True,0.1208333333333333
Ember Strike,2016.0,True,0.0
Emily is Away,2015.0,False,-0.05101147527618118
Emily is Away,2015.0,True,0.030425289029753305
Empyrion - Galactic Survival,2015.0,False,-0.3949999999999999
Empyrion - Galactic Survival,2015.0,True,0.14257015306122447
Enclave,2003.0,False,-0.20625
Enclave,2003.0,True,0.08035714285714286
Endless Sky,2015.0,False,0.6166666666666667
Endless Sky,2015.0,True,0.15278769841269843
Enemy Front,2014.0,False,0.0151515151515151
Enforcer: Police Crime Action,2014.0,False,-0.0100142045454545
Enforcer: Police Crime Action,2014.0,True,0.0869836055871212
English Country Tune,2011.0,True,0.1
Enigmatis 2: The Mists of Ravenwood,2013.0,False,-0.2513888888888889
Enter the Gungeon,2016.0,False,-0.10483539094650207
Enter the Gungeon,2016.0,True,-0.08073174603174602
Eon Altar,2016.0,False,-0.2166666666666666
Epic Battle Fantasy 4,2014.0,True,0.1141435185185185
Epic Cards Battle(TCG),2015.0,False,0.15
Epigenesis,2014.0,False,0.0600852272727272
Epigenesis,2014.0,True,0.05521825396825397
Eryi's Action,2013.0,True,0.14280753968253967
Escape Dead Island,2014.0,True,0.6
Escape Goat,2012.0,True,0.425
Escape Machines,2015.0,False,0.25
Escape Machines,2015.0,True,1.0
Eternal Senia,2015.0,True,0.13746576568592694
Eternity's Child,2008.0,False,0.0
Etherium,2015.0,True,0.2039050235478807
Eufloria HD,2014.0,True,0.1161538461538461
Euro Fishing,2015.0,True,0.5
Euro Truck Simulator,2008.0,False,-0.018115601503759408
Euro Truck Simulator,2008.0,True,0.004185867895545316
Euro Truck Simulator 2,2013.0,False,-0.6
Euro Truck Simulator 2,2013.0,True,0.16963908558708363
Europa Universalis IV,2013.0,False,-0.006713241185897417
Europa Universalis IV,2013.0,True,0.1872874099703368
Everlasting Summer,2014.0,False,0.0
Everlasting Summer,2014.0,True,0.1979157604684705
Everything is Peachy,2016.0,True,0.1187726449275362
EvilQuest,2014.0,True,-1.0
Evochron Mercenary,2012.0,True,0.225
Evoland,2013.0,False,-0.0329075091575091
Evoland,2013.0,True,0.05496557539682538
Evolve Stage 2,2015.0,False,-0.18182492011230847
Evolve Stage 2,2015.0,True,0.14986852159310304
Evopollution,2014.0,False,0.0251932591218305
Excubitor,2016.0,False,-0.0416666666666666
Executive Assault,2015.0,True,0.08283239103891273
Explodemon,2011.0,False,-0.5166666666666666
Explodemon,2011.0,True,0.3527777777777778
F.E.A.R.,2005.0,True,0.13461684149184144
F.E.A.R. 2: Project Origin,2009.0,True,-0.1
F.E.A.R. 3,2011.0,False,-0.09479166666666668
F.E.A.R. 3,2011.0,True,0.1453018105180734
F1 2014,2014.0,False,-0.2333333333333333
F1 2014,2014.0,True,0.4260204081632653
F1 2015,2015.0,False,0.2452262168725583
F1 2015,2015.0,True,0.23783333333333334
F1 2016,2016.0,True,0.44745319615449486
FATE,2005.0,True,0.1071428571428571
FEZ,2013.0,False,-0.1084935897435897
FEZ,2013.0,True,0.23418786374066544
FINAL FANTASY III,2014.0,True,0.0805299139857963
FINAL FANTASY IV,2014.0,True,0.23059349909349905
FINAL FANTASY V,2015.0,True,0.1645833333333333
FINAL FANTASY VII,2013.0,True,0.1564821879044015
FINAL FANTASY VIII,2013.0,True,0.24563309716599185
FINAL FANTASY X/X-2 HD Remaster,2016.0,False,0.0585383597883598
FINAL FANTASY X/X-2 HD Remaster,2016.0,True,0.04409722222222218
FIREFIGHT RELOADED,2015.0,False,0.1013888888888888
FIST OF AWESOME,2014.0,True,-0.025
FORCED SHOWDOWN,2016.0,True,0.2796363636363635
FTL: Faster Than Light,2012.0,True,0.18983292732378465
Fable - The Lost Chapters,2011.0,False,0.0
Fable - The Lost Chapters,2011.0,True,0.1385748497370398
Fable Anniversary,2014.0,True,0.07870339761248851
Face It - A game to fight inner demons,2017.0,False,0.26563124375624375
Face It - A game to fight inner demons,2017.0,True,0.0
FaceRig,2015.0,False,-0.378125
FaceRig,2015.0,True,0.439266975308642
Factorio,2016.0,True,0.3587419557955272
Fading Hearts,2009.0,True,0.24305555555555552
Faeria,2017.0,False,0.0176923076923076
Faerie Solitaire,2010.0,False,0.0
Faerie Solitaire,2010.0,True,0.16353135313531345
Fahrenheit: Indigo Prophecy Remastered,2015.0,True,-0.1833333333333332
Fairy Fencer F,2015.0,True,-0.00729166666666665
Fallen Enchantress: Legendary Heroes,2013.0,False,0.0919237012987013
Fallen Enchantress: Legendary Heroes,2013.0,True,0.3625
Fallout 3,2008.0,False,0.034090909090909075
Fallout 3,2008.0,True,0.14102052527603998
Fallout 4,2015.0,False,0.05099717407088253
Fallout 4,2015.0,True,0.14248797785175532
Fallout: New Vegas,2010.0,False,0.06402199171679691
Fallout: New Vegas,2010.0,True,0.16750014196783367
Famaze,2014.0,True,0.0
FarSky,2014.0,False,0.1088888888888889
FarSky,2014.0,True,0.16094283478055404
Farm for your Life,2013.0,True,0.175
Farming Simulator 15,2014.0,False,-0.11666666666666671
Farming Simulator 15,2014.0,True,0.14908409982273615
Farnham Fables,2016.0,True,0.03125
Fated Souls,2015.0,True,0.0
Feed and Grow: Fish,2016.0,True,0.036
Fernbus Simulator,2016.0,True,-0.06625
Fieldrunners,2012.0,True,-0.5
Fieldrunners 2,2013.0,True,0.3354166666666667
Fiesta Online NA,2008.0,False,-0.0428571428571428
Fiesta Online NA,2008.0,True,0.1999999999999999
Fighties,2015.0,True,-0.1333333333333333
Final Exam,2013.0,True,0.0944444444444444
Final Rush,2014.0,True,0.2521572871572871
Finding Teddy,2013.0,True,0.1324074074074074
Fingerbones,2014.0,False,0.0
Fingerbones,2014.0,True,0.12999999999999992
Fingered,2015.0,True,0.1079365079365079
Firefighters 2014,2014.0,True,0.2125
Firefly Online Cortex,2015.0,False,0.0833333333333333
Firewatch,2016.0,False,0.13828471855261762
Firewatch,2016.0,True,0.16670141532605787
Fishing Planet,2015.0,False,0.0
Fishing Planet,2015.0,True,0.1867342618100194
Fistful of Frags,2014.0,False,-0.07451923076923077
Fistful of Frags,2014.0,True,0.4052218256295041
Five Nights at Freddy's,2014.0,False,0.0427350427350427
Five Nights at Freddy's,2014.0,True,0.06926343807419291
Five Nights at Freddy's 2,2014.0,False,-0.05714285714285715
Five Nights at Freddy's 2,2014.0,True,0.126244914184818
Five Nights at Freddy's 3,2015.0,False,-0.3
Five Nights at Freddy's 3,2015.0,True,0.0744538540755996
Five Nights at Freddy's 4,2015.0,True,0.03307907903288337
FlatOut,2005.0,True,0.178125
FlatOut: Ultimate Carnage,2008.0,True,0.16666666666666666
FleetCOMM,2016.0,False,-0.4000000000000001
Flesh Eaters,2016.0,True,0.425
Flight of the Icarus,2010.0,False,-0.06666666666666665
Floating Point,2014.0,False,0.0
Floating Point,2014.0,True,0.010597105426094789
Flower Shop: Summer In Fairbrook,2010.0,True,0.187037037037037
FootLOL: Epic Fail League,2013.0,True,0.228312355324074
Ford Racing 3,2005.0,True,0.1280864197530864
Foreign Legion: Buckets of Blood,2009.0,True,0.5
Forge Quest,2015.0,True,0.3635416666666666
Fork Parker's Holiday Profit Hike,2014.0,True,0.26874999999999993
Forsaken Fortress Strategy,2015.0,False,0.0145254629629629
Fortified,2016.0,True,0.0924363507779348
Fortix,2010.0,True,1.0
Fortress Forever,2007.0,False,-0.400625
Fortress Forever,2007.0,True,0.275
Forward to the Sky,2015.0,True,0.0166666666666666
Foul Play,2013.0,True,0.0333333333333333
Fractal: Make Blooms Not War,2011.0,True,0.1611111111111111
Fractured Space,2016.0,False,-0.17495575270246325
Fractured Space,2016.0,True,0.18265864438310292
Fragmented,2017.0,True,0.18
Fran Bow,2015.0,True,0.20588235294117646
Francisca,2016.0,False,-0.4
Freddi Fish 3: The Case of the Stolen Conch Shell,1998.0,True,-0.125
Freddi Fish 5: The Case of the Creature of Coral Cove,2001.0,True,0.0416705318491032
Freddi Fish and The Case of the Missing Kelp Seeds,1994.0,True,0.084375
Frederic: Evil Strikes Back,2014.0,True,0.7
Frederic: Resurrection of Music,2014.0,False,0.0
Free to Play,2014.0,False,0.0
Free to Play,2014.0,True,0.13305249839824937
Freebie,2016.0,True,0.1556122448979592
Freedom Planet,2014.0,False,0.0583827404479578
Freedom Planet,2014.0,True,0.1631542980828695
Freight Tycoon Inc.,2007.0,False,0.0999999999999999
Freshman Year,2015.0,False,-0.3949999999999999
Freshman Year,2015.0,True,-0.1416666666666666
From Dust,2011.0,False,-0.008246527777777799
From Dust,2011.0,True,0.08833333333333335
Front Mission Evolved,2010.0,True,0.1035714285714285
Frozen Free Fall: Snowball Fight,2015.0,False,0.025
Frozen Free Fall: Snowball Fight,2015.0,True,0.08273809523809525
Frozen State,2016.0,False,0.0291666666666666
Frozen Synapse,2011.0,False,-0.3
Frozen Synapse,2011.0,True,0.19676162131519276
Full Mojo Rampage,2014.0,True,0.1028645833333333
Funk of Titans,2015.0,True,-0.75
Furi,2016.0,True,0.11736111111111114
Fury Of The Gods,2015.0,False,0.1833333333333333
Fuse,2013.0,True,0.5583333333333333
Future Wars,2010.0,False,0.0
Future Wars,2010.0,True,-0.0249999999999999
G-Ball,2014.0,False,-0.9099999999999998
GASP,2015.0,False,-0.0625
GASP,2015.0,True,0.225
GRAV,2015.0,False,-0.10797107984607986
GRAV,2015.0,True,0.20078744961316958
GRID 2,2013.0,False,0.12398148148148143
GRID 2,2013.0,True,0.8166739971850809
GRID Autosport,2014.0,True,0.22037662337662334
GUILTY GEAR Xrd -SIGN-,2015.0,False,0.2085714285714285
GUILTY GEAR Xrd -SIGN-,2015.0,True,-0.0488888888888889
GabeN: The Final Decision,2015.0,True,0.0
Galactic Civilizations III,2015.0,True,0.05653308882475544
Galactic Storm,2016.0,True,0.39
Galagan's Island: Reprymian Rising,2015.0,True,0.0
Galaxy on Fire 2™ Full HD,2012.0,False,0.1472222222222222
Galcon Fusion,2010.0,True,0.0
Game Corp DX,2015.0,False,-0.02846320346320345
Game Dev Tycoon,2013.0,False,-0.12499999999999994
Game Dev Tycoon,2013.0,True,0.3153448212860876
Game Tycoon 1.5,2014.0,False,-0.75
Game of Thrones - A Telltale Games Series,2014.0,False,0.0016468253968253
Game of Thrones - A Telltale Games Series,2014.0,True,0.3500910034452991
Games of Glory,2017.0,False,0.04545454545454545
Gamma Bros 1.5,2016.0,True,0.2083333333333333
Gang Beasts,2017.0,False,-0.049235209235209215
Gang Beasts,2017.0,True,0.02683096031137499
Gaokao.Love.100Days,2015.0,True,0.0383928571428571
Garbage Day,2016.0,True,0.0967032967032967
Gardens Inc. – From Rakes to Riches,2014.0,True,0.0169444444444444
Garfield Kart,2013.0,True,-0.0222222222222222
Garry's Mod,2006.0,False,-0.09929613520975546
Garry's Mod,2006.0,True,0.28707035760021743
Garshasp: The Monster Slayer,2011.0,False,-0.1181818181818181
Gas Guzzlers Extreme,2013.0,True,0.2750651927437641
Gear Up,2015.0,False,-0.14973461394127027
Gear Up,2015.0,True,0.1721257536501439
GemCraft - Chasing Shadows,2015.0,True,0.07936507936507933
Gemini Rue,2011.0,True,0.1582623106060605
Gender Bender DNA Twister Extreme,2014.0,True,0.2413588372411902
Genesis Online,2015.0,False,-0.4122448979591837
Geometry Dash,2014.0,False,0.0
Geometry Dash,2014.0,True,0.11427262239292313
Geometry Wars: Retro Evolved,2007.0,True,0.04027777777777778
Get Off My Lawn!,2014.0,False,-0.6999999999999998
Get Off My Lawn!,2014.0,True,0.0
Get Rich or Die Gaming,2010.0,True,0.4000000000000001
Gimbal,2013.0,True,0.1452840909090909
Girlfriend Rescue,2015.0,True,0.0
Gish,2004.0,True,0.2574285714285714
Glacier 3: The Meltdown,2010.0,False,-0.04999999999999995
GlassWire,2016.0,True,0.1231481481481481
Gloria Victis,2016.0,True,0.000220385674931133
Gnomoria,2016.0,False,-0.6333333333333333
Gnomoria,2016.0,True,0.11207936507936508
Go! Go! Nippon! ~My First Trip to Japan~,2011.0,False,-0.4
Go! Go! Nippon! ~My First Trip to Japan~,2011.0,True,0.23043417366946778
GoD Factory: Wingmen,2014.0,True,0.0249999999999999
Goat Simulator,2014.0,False,-0.10963230701785992
Goat Simulator,2014.0,True,0.2362216826014312
Goats on a Bridge,2015.0,True,-0.625
God Mode,2013.0,True,0.2360209235209235
Gods Will Be Watching,2014.0,False,0.0
Gods Will Be Watching,2014.0,True,0.03907407407407407
Gods vs Humans,2013.0,True,0.0189393939393939
Godus Wars,2016.0,False,0.0
Godus Wars,2016.0,True,0.62265625
Golden Rush,2015.0,True,0.0543478260869565
Golf With Your Friends,2016.0,False,-0.1083333333333333
Golf With Your Friends,2016.0,True,0.04863168724279835
Gomo,2013.0,True,-0.025
Gone Home,2013.0,False,-0.005817141467974553
Gone Home,2013.0,True,0.11949614950393671
Goodbye Deponia,2013.0,True,0.3499999999999999
Gorky 17,1999.0,True,0.0
Governor of Poker 3,2016.0,True,0.15
Grand Ages: Medieval,2015.0,True,-0.1696676587301587
Grand Ages: Rome,2009.0,True,-0.07304687500000001
Grand Theft Auto III,2002.0,True,0.15240177929225915
Grand Theft Auto V,2015.0,False,-0.036158848843033255
Grand Theft Auto V,2015.0,True,0.1389242603609628
Grand Theft Auto: Episodes from Liberty City,2010.0,False,0.5216666666666666
Grand Theft Auto: Episodes from Liberty City,2010.0,True,0.7399176587301587
Grand Theft Auto: San Andreas,2005.0,False,-0.13489583333333333
Grand Theft Auto: San Andreas,2005.0,True,0.3749806874685498
Grand Theft Auto: Vice City,2003.0,True,0.09848916887709987
Grapple,2015.0,True,0.016042780748663
Grass Simulator,2015.0,False,0.0
Grass Simulator,2015.0,True,0.13920749704840615
Gratuitous Space Battles,2009.0,False,-0.1833333333333333
Gratuitous Space Battles,2009.0,True,0.20525793650793647
Grave Prosperity: Redux- part 1,2015.0,True,0.5
Greed Corp,2010.0,True,0.1857142857142857
Grey Cubes,2015.0,True,0.1343434343434343
Grey Goo,2015.0,True,0.36202401592326955
Grim Dawn,2016.0,True,0.5513109014001871
Grim Fandango Remastered,2015.0,True,-0.11575000000000002
Grimm,2014.0,True,0.09084677419354836
Grimoire: Manastorm,2017.0,False,0.0
Grimoire: Manastorm,2017.0,True,0.27857142857142847
Guacamelee! Gold Edition,2013.0,False,0.0
Guacamelee! Gold Edition,2013.0,True,0.19968565525383705
Guacamelee! Super Turbo Championship Edition,2014.0,True,-0.0142857142857143
Guardians of Middle-earth,2013.0,False,0.0
Guardians of Middle-earth,2013.0,True,-0.0027777777777777
Guild of Dungeoneering,2015.0,True,0.4
Gumboy Tournament,2008.0,False,-0.15
Gumboy Tournament,2008.0,True,-0.06783333333333327
Gun Done,2016.0,False,0.0
Gun Done,2016.0,True,0.0
GunZ 2: The Second Duel,2014.0,False,0.07522248956400741
GunZ 2: The Second Duel,2014.0,True,0.03835441467416913
Guncraft,2013.0,False,0.1675925925925926
Guncraft,2013.0,True,-0.03502976190476193
Gunjitsu,2015.0,True,-0.13000000000000003
Gunman Clive,2014.0,True,0.09010880867498512
Gunpoint,2013.0,False,-0.6000000000000001
Gunpoint,2013.0,True,0.17665382271595503
Guns and Robots,2014.0,False,-0.21402867965367967
Guns and Robots,2014.0,True,0.04999999999999995
Guns of Icarus Online,2012.0,False,-0.11448593073593076
Guns of Icarus Online,2012.0,True,0.1948957940355455
Gunslingers,2015.0,False,0.0892857142857142
HELLDIVERS™,2015.0,True,-0.13478535353535354
HIS (Heroes In the Sky),2015.0,False,-0.0396551724137931
HIT,2015.0,True,0.0232916666666666
HITMAN™,2016.0,False,-0.26458333333333334
HITMAN™,2016.0,True,0.02640648786042112
Hack 'n' Slash,2014.0,False,0.0
Hack 'n' Slash,2014.0,True,0.3534722222222222
"Hack, Slash, Loot",2012.0,False,0.1117423874311629
Hacker Evolution,2010.0,True,0.37499999999999994
Hacknet,2015.0,True,0.131875
Halcyon 6: Starbase Commander,2016.0,True,0.0266666666666666
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2012.0,False,-0.3222222222222222
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2012.0,True,0.14334260977118118
Half Minute Hero: The Second Coming,2014.0,False,-0.45
Half Minute Hero: The Second Coming,2014.0,True,0.20342592592592595
Half-Life,1998.0,False,0.3999999999999999
Half-Life,1998.0,True,0.26721350561727214
Half-Life 2,2004.0,False,-0.08658234126984127
Half-Life 2,2004.0,True,0.1699069815148749
Half-Life 2: Deathmatch,2004.0,False,-0.3
Half-Life 2: Deathmatch,2004.0,True,0.2061830357142857
Half-Life 2: Episode One,2006.0,False,0.3333333333333333
Half-Life 2: Episode One,2006.0,True,0.21424492174492174
Half-Life 2: Episode Two,2007.0,True,0.32768508652355477
Half-Life 2: Lost Coast,2005.0,False,0.37740384615384615
Half-Life 2: Lost Coast,2005.0,True,0.04953539726267
Half-Life 2: Update,2015.0,True,0.14592803030303028
Half-Life Deathmatch: Source,2006.0,False,-0.04
Half-Life Deathmatch: Source,2006.0,True,0.15
Half-Life: Blue Shift,2001.0,True,0.15692063492063488
Half-Life: Opposing Force,1999.0,False,-0.0749999999999999
Half-Life: Opposing Force,1999.0,True,0.14999999999999994
Half-Life: Source,2004.0,False,0.0229166666666666
Half-Life: Source,2004.0,True,0.4021298363095238
Halo: Spartan Assault,2014.0,False,0.1874125874125874
Halo: Spartan Assault,2014.0,True,0.20866380514607633
Halo: Spartan Strike,2014.0,False,-0.0418367346938775
Halo: Spartan Strike,2014.0,True,0.1583333333333333
Hammerfight,2009.0,False,-0.02638888888888889
Hammerfight,2009.0,True,0.008047945205479452
Hammerwatch,2013.0,False,-0.4
Hammerwatch,2013.0,True,0.4140929038281979
Hand of Fate,2015.0,True,0.3153231292517007
Hard Reset,2017.0,True,0.1839432434097068
Hard Room,2016.0,True,0.1205106970324361
Hard Truck Apocalypse / Ex Machina,2005.0,True,0.234375
Hard West,2015.0,True,-0.001289682539682549
Hardland,2014.0,True,0.0057142857142857
Hate Plus,2013.0,True,-0.1133333333333333
Hatoful Boyfriend,2014.0,True,0.13671053757918167
Hatred,2015.0,True,0.0
Haunt the House: Terrortown,2014.0,True,0.34812499999999996
Hearts of Iron III,2009.0,False,-0.1748611111111111
Hearts of Iron III,2009.0,True,0.09833764768352579
Hearts of Iron IV,2016.0,False,-0.2326190476190476
Hearts of Iron IV,2016.0,True,0.06725789507039509
Heaven Island - VR MMO,2015.0,True,0.1310185185185185
Heavy Bullets,2014.0,True,0.04124819624819621
Heavy Fire: Afghanistan,2014.0,False,0.0146708683473389
Hektor,2015.0,True,-0.1833333333333333
